product_type,variant,sku,product_price,actual_drop_date,drop_month,print,season,drop_time_holiday,print_gender,product_gender,main_color,designcat,designelement,returning_cohort,first_time_cohort,returning_sales,first_time_sales,rc_total,ft_total,rc_sales_total,ft_sales_total,order_quantity,confidence_score,sold_amount_14,sold_amount_30,sold_amount_45,sold_amount_60,sold_amount_75,sold_amount_90,sellout_flg,marketing_spend_drop,marketing_flag,convertible_romper_in_drop,pajama_set_in_drop,romper_in_drop,footie_in_drop,prints_in_drop,corrected_order_amt,total_sales_drop,proportion,order_proportion
Mom Pants,L,6075,38.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Adult Wear - Women,Light Blue,Pineapple,Fruits,390,162,535.0,169.0,9039,12068,50330.0,33310.0,50,A,104.0,123.0,129.0,134.0,144.0,154.0,1,273.5786666666668,1,0,0,0,0,4,100,4508.0,0.034161490683229816,0.03546099290780142
Footie,2T,6042,36.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,1402,777,2646.0,1015.0,9039,12068,50330.0,33310.0,50,A,120.0,171.0,209.0,230.0,239.0,239.0,1,273.5786666666668,1,0,1,0,1,4,100,4508.0,0.053016858917480036,0.03546099290780142
Baby Dress,3 - 6 Months,6056,38.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Girl,Light Blue,Pineapple,Fruits,1073,1691,1956.0,2338.0,9039,12068,50330.0,33310.0,50,A,68.0,74.0,74.0,74.0,78.0,77.0,1,273.5786666666668,1,0,0,0,1,4,100,4508.0,0.017080745341614908,0.03546099290780142
Baby Dress,18 - 24 Months,6059,38.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Girl,Light Blue,Pineapple,Fruits,1465,924,2708.0,1237.0,9039,12068,50330.0,33310.0,60,A,97.0,96.0,96.0,96.0,100.0,100.0,1,273.5786666666668,1,0,0,0,1,4,120,4508.0,0.022182786157941437,0.0425531914893617
Footie,9 - 12 Months,6039,36.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,1317,1257,2221.0,1686.0,9039,12068,50330.0,33310.0,80,A,222.0,412.0,459.0,467.0,473.0,473.0,1,273.5786666666668,1,0,0,0,1,4,160,4508.0,0.104924578527063,0.05673758865248227
Jogger Set,18 - 24 Months,11112,52.0,2023-08-16,8,Glow Hard or Glow Home,Winter,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,1760,1185,3416.0,1740.0,10313,14775,84634.0,50565.0,150,A,80.0,83.0,89.0,113.0,113.0,114.0,0,695.0765555555555,1,0,0,0,0,4,150,1326.0,0.08597285067873303,0.12048192771084337
Jogger Set,6 - 12 Months,11110,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,685,479,1010.0,547.0,10313,14775,84634.0,50565.0,90,A,43.0,38.0,37.0,44.0,45.0,47.0,0,695.0765555555555,1,0,0,0,0,4,90,1326.0,0.03544494720965309,0.07228915662650602
Jogger Set,12 - 18 Months,11111,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,1778,1747,3559.0,2521.0,10313,14775,84634.0,50565.0,100,A,61.0,64.0,66.0,85.0,84.0,87.0,0,695.0765555555555,1,0,0,0,0,4,100,1326.0,0.06561085972850679,0.08032128514056225
Jogger Set,5/6Y,11116,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,988,552,1795.0,691.0,10313,14775,84634.0,50565.0,80,A,104.0,104.0,111.0,118.0,118.0,117.0,1,695.0765555555555,1,0,0,0,0,4,160,1326.0,0.08823529411764706,0.0642570281124498
Jogger Set,2T,11113,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,2326,1152,4923.0,1612.0,10313,14775,84634.0,50565.0,220,A,142.0,150.0,159.0,200.0,199.0,208.0,0,695.0765555555555,1,0,0,0,0,4,220,1326.0,0.1568627450980392,0.17670682730923695
Jogger Set,3T,11114,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,1547,602,2943.0,758.0,10313,14775,84634.0,50565.0,220,A,176.0,196.0,201.0,268.0,272.0,270.0,0,695.0765555555555,1,0,0,0,0,4,220,1326.0,0.20361990950226244,0.17670682730923695
Jogger Set,0 - 6 Months,11109,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,54,22,66.0,24.0,10313,14775,84634.0,50565.0,45,A,18.0,19.0,17.0,23.0,23.0,24.0,0,695.0765555555555,1,0,0,0,0,4,45,1326.0,0.01809954751131222,0.03614457831325301
Jogger Set,4T,11115,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,1340,676,2607.0,866.0,10313,14775,84634.0,50565.0,220,A,154.0,188.0,203.0,281.0,281.0,279.0,0,695.0765555555555,1,0,0,0,0,4,220,1326.0,0.21040723981900453,0.17670682730923695
Jogger Set,7/8Y,11117,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,642,412,1187.0,516.0,10313,14775,84634.0,50565.0,60,A,79.0,79.0,80.0,89.0,89.0,90.0,1,695.0765555555555,1,0,0,0,0,4,120,1326.0,0.06787330316742081,0.04819277108433735
Jogger Set,9/10Y,11118,52.0,2023-08-16,8,Glow Hard or Glow Home,Fall,Halloween,Neutral,Neutral,Multi Color / Others,Pumpkins,Foods,418,257,757.0,332.0,10313,14775,84634.0,50565.0,60,A,55.0,69.0,73.0,89.0,89.0,90.0,0,695.0765555555555,1,0,0,0,0,4,60,1326.0,0.06787330316742081,0.04819277108433735
Convertible Romper,3 - 6 Months,13512,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,1302,2713,2266.0,3750.0,15336,26325,120381.0,86853.0,55,C,32.0,39.0,41.0,53.0,55.0,55.0,0,,0,1,0,0,0,7,55,395.0,0.13924050632911392,0.07586206896551724
Pajama Set,3T,13520,39.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,2370,1737,4860.0,2072.0,15336,26325,120381.0,86853.0,55,C,24.0,24.0,26.0,29.0,29.0,29.0,0,,0,1,1,0,0,7,55,395.0,0.07341772151898734,0.07586206896551724
Pajama Set,5/6Y,13522,39.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,1700,1882,3129.0,2253.0,15336,26325,120381.0,86853.0,45,C,7.0,9.0,9.0,9.0,11.0,12.0,0,,0,0,1,0,0,7,45,395.0,0.030379746835443037,0.06206896551724138
Convertible Romper,2T,13517,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,3114,2673,7007.0,3553.0,15336,26325,120381.0,86853.0,55,C,12.0,14.0,15.0,16.0,18.0,19.0,0,,0,1,1,0,0,7,55,395.0,0.04810126582278481,0.07586206896551724
Convertible Romper,6 - 9 Months,13513,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,1143,2242,1920.0,3075.0,15336,26325,120381.0,86853.0,60,C,32.0,36.0,37.0,44.0,54.0,54.0,0,,0,1,0,0,0,7,60,395.0,0.13670886075949368,0.08275862068965517
Convertible Romper,3T,13518,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,2370,1737,4860.0,2072.0,15336,26325,120381.0,86853.0,40,C,12.0,15.0,16.0,16.0,17.0,17.0,0,,0,1,1,0,0,7,40,395.0,0.043037974683544304,0.05517241379310345
Pajama Set,9/10Y,13524,39.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,781,756,1384.0,932.0,15336,26325,120381.0,86853.0,45,C,2.0,2.0,2.0,2.0,4.0,4.0,0,,0,0,1,0,0,7,45,395.0,0.010126582278481013,0.06206896551724138
Pajama Set,7/8Y,13523,39.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,1163,1179,2025.0,1410.0,15336,26325,120381.0,86853.0,45,C,5.0,7.0,6.0,6.0,6.0,6.0,0,,0,0,1,0,0,7,45,395.0,0.015189873417721518,0.06206896551724138
Convertible Romper,18 - 24 Months,13516,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,2370,2311,4980.0,3314.0,15336,26325,120381.0,86853.0,55,C,24.0,26.0,29.0,31.0,36.0,36.0,0,,0,1,0,0,0,7,55,395.0,0.09113924050632911,0.07586206896551724
Convertible Romper,9 - 12 Months,13514,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,1444,2601,2506.0,3674.0,15336,26325,120381.0,86853.0,60,C,25.0,28.0,30.0,35.0,38.0,40.0,0,,0,1,0,0,0,7,60,395.0,0.10126582278481013,0.08275862068965517
Convertible Romper,12 - 18 Months,13515,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,2443,3149,5132.0,4546.0,15336,26325,120381.0,86853.0,60,C,32.0,37.0,38.0,45.0,48.0,49.0,0,,0,1,0,0,0,7,60,395.0,0.1240506329113924,0.08275862068965517
Pajama Set,2T,13519,39.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,3114,2673,7007.0,3553.0,15336,26325,120381.0,86853.0,55,C,18.0,18.0,18.0,19.0,19.0,21.0,0,,0,1,1,0,0,7,55,395.0,0.053164556962025315,0.07586206896551724
Convertible Romper,0 - 3 Months,13511,36.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,807,1899,1246.0,2523.0,15336,26325,120381.0,86853.0,45,C,19.0,23.0,24.0,33.0,40.0,40.0,0,,0,1,0,0,0,7,45,395.0,0.10126582278481013,0.06206896551724138
Pajama Set,4T,13521,39.0,2023-11-22,11,Melon,Winter,Regular,Neutral,Neutral,Orange,Solids,Solids,2130,1812,4158.0,2160.0,15336,26325,120381.0,86853.0,50,C,10.0,10.0,11.0,11.0,12.0,13.0,0,,0,0,1,0,0,7,50,395.0,0.03291139240506329,0.06896551724137931
Romper,12 - 18 Months,6740,36.0,2022-06-01,6,Red,Winter,Regular,Neutral,Neutral,Red,Solids,Solids,1682,1029,3348.0,1436.0,9131,11042,52878.0,31355.0,80,C,24.0,25.0,32.0,34.0,36.0,38.0,0,,0,0,0,1,0,6,80,191.0,0.19895287958115182,0.16
Romper,3 - 6 Months,6737,36.0,2022-06-01,6,Red,Fall,Regular,Neutral,Neutral,Red,Solids,Solids,1039,1563,1921.0,2174.0,9131,11042,52878.0,31355.0,80,C,17.0,19.0,22.0,23.0,26.0,27.0,0,,0,0,0,1,0,6,80,191.0,0.14136125654450263,0.16
Romper,2T,6742,36.0,2022-06-01,6,Red,Summer,Regular,Neutral,Neutral,Red,Solids,Solids,1564,745,3181.0,996.0,9131,11042,52878.0,31355.0,50,C,7.0,8.0,15.0,16.0,16.0,17.0,0,,0,0,0,1,0,6,50,191.0,0.08900523560209424,0.1
Romper,6 - 9 Months,6738,36.0,2022-06-01,6,Red,Winter,Regular,Neutral,Neutral,Red,Solids,Solids,1088,1173,1888.0,1571.0,9131,11042,52878.0,31355.0,80,C,21.0,27.0,39.0,40.0,41.0,43.0,0,,0,0,0,1,0,6,80,191.0,0.225130890052356,0.16
Romper,0 - 3 Months,6736,36.0,2022-06-01,6,Red,Summer,Regular,Neutral,Neutral,Red,Solids,Solids,581,873,879.0,1093.0,9131,11042,52878.0,31355.0,50,C,8.0,9.0,11.0,13.0,13.0,15.0,0,,0,0,0,1,0,6,50,191.0,0.07853403141361257,0.1
Romper,18 - 24 Months,6741,36.0,2022-06-01,6,Red,Summer,Regular,Neutral,Neutral,Red,Solids,Solids,1584,826,3109.0,1061.0,9131,11042,52878.0,31355.0,80,C,19.0,19.0,25.0,24.0,24.0,25.0,0,,0,0,0,1,0,6,80,191.0,0.13089005235602094,0.16
Romper,9 - 12 Months,6739,36.0,2022-06-01,6,Red,Summer,Regular,Neutral,Neutral,Red,Solids,Solids,1318,1093,2231.0,1425.0,9131,11042,52878.0,31355.0,80,C,13.0,16.0,23.0,24.0,26.0,26.0,0,,0,0,0,1,0,6,80,191.0,0.13612565445026178,0.16
Toddler Dress,9/10Y,9422,42.0,2023-03-01,3,Sweet Egg-Scape,Spring,Bundle,Neutral,Girl,Light Blue,Bunnies,Animals,230,124,346.0,153.0,7801,7306,49989.0,21456.0,30,B,6.0,8.0,10.0,10.0,10.0,12.0,0,8.960222222222221,1,0,1,0,0,3,30,1078.0,0.011131725417439703,0.020833333333333332
Romper,12 - 18 Months,9395,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,1171,522,2082.0,637.0,7801,7306,49989.0,21456.0,80,B,26.0,42.0,45.0,51.0,55.0,61.0,0,8.960222222222221,1,0,0,1,1,3,80,1078.0,0.05658627087198516,0.05555555555555555
Romper,18 - 24 Months,9396,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,1210,402,2184.0,457.0,7801,7306,49989.0,21456.0,50,B,11.0,27.0,32.0,34.0,34.0,39.0,0,8.960222222222221,1,0,0,1,1,3,50,1078.0,0.036178107606679034,0.034722222222222224
Pajama Set,2T,9411,39.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,1531,472,2932.0,610.0,7801,7306,49989.0,21456.0,50,B,19.0,27.0,29.0,30.0,32.0,33.0,0,8.960222222222221,1,0,1,1,1,3,50,1078.0,0.030612244897959183,0.034722222222222224
Toddler Dress,7/8Y,9421,42.0,2023-03-01,3,Sweet Egg-Scape,Spring,Bundle,Neutral,Girl,Light Blue,Bunnies,Animals,341,141,542.0,178.0,7801,7306,49989.0,21456.0,30,B,4.0,7.0,9.0,9.0,9.0,9.0,0,8.960222222222221,1,0,1,0,0,3,30,1078.0,0.008348794063079777,0.020833333333333332
Romper,9 - 12 Months,9394,36.0,2023-03-01,3,Sweet Egg-Scape,Summer,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,635,602,955.0,770.0,7801,7306,49989.0,21456.0,70,B,17.0,29.0,30.0,32.0,34.0,37.0,0,8.960222222222221,1,0,0,1,1,3,70,1078.0,0.03432282003710575,0.04861111111111111
Toddler Dress,2T,9417,42.0,2023-03-01,3,Sweet Egg-Scape,Spring,Bundle,Neutral,Girl,Light Blue,Bunnies,Animals,1531,472,2932.0,610.0,7801,7306,49989.0,21456.0,50,B,21.0,29.0,30.0,30.0,30.0,34.0,0,8.960222222222221,1,0,1,1,1,3,50,1078.0,0.03153988868274583,0.034722222222222224
Romper,6 - 9 Months,9393,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,604,787,841.0,1008.0,7801,7306,49989.0,21456.0,60,B,6.0,16.0,17.0,18.0,20.0,20.0,0,8.960222222222221,1,0,0,1,1,3,60,1078.0,0.01855287569573284,0.041666666666666664
Footie,3 - 6 Months,9385,36.0,2023-03-01,3,Sweet Egg-Scape,Summer,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,669,1054,989.0,1340.0,7801,7306,49989.0,21456.0,70,B,22.0,55.0,67.0,72.0,72.0,72.0,0,8.960222222222221,1,0,0,1,1,3,70,1078.0,0.06679035250463822,0.04861111111111111
Footie,2T,9390,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,1531,472,2932.0,610.0,7801,7306,49989.0,21456.0,30,B,11.0,27.0,29.0,29.0,29.0,29.0,0,8.960222222222221,1,0,1,1,1,3,30,1078.0,0.026901669758812616,0.020833333333333332
Pajama Set,4T,9413,39.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,698,217,1191.0,265.0,7801,7306,49989.0,21456.0,60,B,10.0,24.0,26.0,26.0,27.0,30.0,0,8.960222222222221,1,0,1,0,0,3,60,1078.0,0.027829313543599257,0.041666666666666664
Pajama Set,3T,9412,39.0,2023-03-01,3,Sweet Egg-Scape,Fall,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,911,200,1602.0,235.0,7801,7306,49989.0,21456.0,60,B,21.0,39.0,41.0,41.0,41.0,42.0,0,8.960222222222221,1,0,1,0,0,3,60,1078.0,0.03896103896103896,0.041666666666666664
Pajama Set,7/8Y,9415,39.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,341,141,542.0,178.0,7801,7306,49989.0,21456.0,40,B,4.0,13.0,18.0,17.0,17.0,17.0,0,8.960222222222221,1,0,1,0,0,3,40,1078.0,0.015769944341372914,0.027777777777777776
Romper,0 - 3 Months,9391,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,349,658,461.0,809.0,7801,7306,49989.0,21456.0,30,B,1.0,2.0,3.0,4.0,4.0,6.0,0,8.960222222222221,1,0,0,1,1,3,30,1078.0,0.0055658627087198514,0.020833333333333332
Footie,Newborn,9383,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,260,403,351.0,516.0,7801,7306,49989.0,21456.0,30,B,2.0,17.0,19.0,22.0,23.0,27.0,0,8.960222222222221,1,0,0,0,1,3,30,1078.0,0.02504638218923933,0.020833333333333332
Footie,0 - 3 Months,9384,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,349,658,461.0,809.0,7801,7306,49989.0,21456.0,60,B,14.0,44.0,55.0,62.0,63.0,63.0,0,8.960222222222221,1,0,0,1,1,3,60,1078.0,0.05844155844155844,0.041666666666666664
Toddler Dress,5/6Y,9420,42.0,2023-03-01,3,Sweet Egg-Scape,Spring,Bundle,Neutral,Girl,Light Blue,Bunnies,Animals,557,207,876.0,237.0,7801,7306,49989.0,21456.0,40,B,16.0,26.0,28.0,28.0,27.0,30.0,0,8.960222222222221,1,0,1,0,0,3,40,1078.0,0.027829313543599257,0.027777777777777776
Toddler Dress,3T,9418,42.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Girl,Light Blue,Bunnies,Animals,911,200,1602.0,235.0,7801,7306,49989.0,21456.0,50,B,28.0,38.0,38.0,37.0,38.0,41.0,0,8.960222222222221,1,0,1,0,0,3,50,1078.0,0.038033395176252316,0.034722222222222224
Footie,18 - 24 Months,9389,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,1210,402,2184.0,457.0,7801,7306,49989.0,21456.0,70,B,17.0,48.0,57.0,67.0,72.0,72.0,0,8.960222222222221,1,0,0,1,1,3,70,1078.0,0.06679035250463822,0.04861111111111111
Pajama Set,5/6Y,9414,39.0,2023-03-01,3,Sweet Egg-Scape,Summer,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,557,207,876.0,237.0,7801,7306,49989.0,21456.0,50,B,16.0,27.0,29.0,29.0,29.0,33.0,0,8.960222222222221,1,0,1,0,0,3,50,1078.0,0.030612244897959183,0.034722222222222224
Pajama Set,9/10Y,9416,39.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,230,124,346.0,153.0,7801,7306,49989.0,21456.0,30,B,8.0,14.0,15.0,15.0,15.0,16.0,0,8.960222222222221,1,0,1,0,0,3,30,1078.0,0.014842300556586271,0.020833333333333332
Footie,9 - 12 Months,9387,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,635,602,955.0,770.0,7801,7306,49989.0,21456.0,90,B,25.0,69.0,85.0,92.0,92.0,92.0,0,8.960222222222221,1,0,0,1,1,3,90,1078.0,0.08534322820037106,0.0625
Romper,2T,9397,36.0,2023-03-01,3,Sweet Egg-Scape,Summer,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,1531,472,2932.0,610.0,7801,7306,49989.0,21456.0,40,B,14.0,21.0,25.0,25.0,26.0,31.0,0,8.960222222222221,1,0,1,1,1,3,40,1078.0,0.0287569573283859,0.027777777777777776
Toddler Dress,4T,9419,42.0,2023-03-01,3,Sweet Egg-Scape,Spring,Bundle,Neutral,Girl,Light Blue,Bunnies,Animals,698,217,1191.0,265.0,7801,7306,49989.0,21456.0,40,B,15.0,23.0,23.0,22.0,23.0,26.0,0,8.960222222222221,1,0,1,0,0,3,40,1078.0,0.02411873840445269,0.027777777777777776
Footie,12 - 18 Months,9388,36.0,2023-03-01,3,Sweet Egg-Scape,Summer,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,1171,522,2082.0,637.0,7801,7306,49989.0,21456.0,90,B,37.0,81.0,93.0,92.0,92.0,92.0,0,8.960222222222221,1,0,0,1,1,3,90,1078.0,0.08534322820037106,0.0625
Footie,6 - 9 Months,9386,36.0,2023-03-01,3,Sweet Egg-Scape,Spring,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,604,787,841.0,1008.0,7801,7306,49989.0,21456.0,90,B,28.0,65.0,80.0,88.0,94.0,95.0,0,8.960222222222221,1,0,0,1,1,3,90,1078.0,0.08812615955473098,0.0625
Romper,3 - 6 Months,9392,36.0,2023-03-01,3,Sweet Egg-Scape,Summer,Easter,Neutral,Neutral,Light Blue,Bunnies,Animals,669,1054,989.0,1340.0,7801,7306,49989.0,21456.0,50,B,8.0,13.0,14.0,14.0,15.0,19.0,0,8.960222222222221,1,0,0,1,1,3,50,1078.0,0.017625231910946195,0.034722222222222224
Pajama Set,2T,5928,39.0,2022-06-15,6,Sweet Tooth,Fall,Regular,Girl,Neutral,Pink,Sweets,Foods,807,347,1400.0,453.0,9131,11042,52878.0,31355.0,100,B,3.0,12.0,12.0,13.0,14.0,14.0,0,,0,0,1,1,1,3,100,508.0,0.027559055118110236,0.05952380952380952
Footie,0 - 3 Months,5902,36.0,2022-06-15,6,Sweet Tooth,Fall,Regular,Girl,Neutral,Pink,Sweets,Foods,333,586,454.0,756.0,9131,11042,52878.0,31355.0,80,B,10.0,31.0,36.0,43.0,52.0,58.0,0,,0,0,0,1,1,3,80,508.0,0.1141732283464567,0.047619047619047616
Footie,Newborn,5901,36.0,2022-06-15,6,Sweet Tooth,Winter,Regular,Girl,Neutral,Pink,Sweets,Foods,130,244,180.0,275.0,9131,11042,52878.0,31355.0,40,B,4.0,8.0,9.0,11.0,12.0,15.0,0,,0,0,0,0,1,3,40,508.0,0.02952755905511811,0.023809523809523808
Footie,2T,5908,36.0,2022-06-15,6,Sweet Tooth,Winter,Regular,Girl,Neutral,Pink,Sweets,Foods,807,347,1400.0,453.0,9131,11042,52878.0,31355.0,60,B,6.0,14.0,14.0,16.0,16.0,17.0,0,,0,0,1,1,1,3,60,508.0,0.03346456692913386,0.03571428571428571
Footie,9 - 12 Months,5905,36.0,2022-06-15,6,Sweet Tooth,Spring,Regular,Girl,Neutral,Pink,Sweets,Foods,843,811,1442.0,1085.0,9131,11042,52878.0,31355.0,100,B,9.0,24.0,26.0,33.0,40.0,42.0,0,,0,0,0,1,1,3,100,508.0,0.08267716535433071,0.05952380952380952
Romper,0 - 3 Months,5909,36.0,2022-06-15,6,Sweet Tooth,Summer,Regular,Girl,Neutral,Pink,Sweets,Foods,333,586,454.0,756.0,9131,11042,52878.0,31355.0,70,B,3.0,6.0,6.0,6.0,6.0,7.0,0,,0,0,0,1,1,3,70,508.0,0.013779527559055118,0.041666666666666664
Romper,18 - 24 Months,5914,36.0,2022-06-15,6,Sweet Tooth,Winter,Regular,Girl,Neutral,Pink,Sweets,Foods,899,525,1598.0,748.0,9131,11042,52878.0,31355.0,70,B,7.0,14.0,15.0,16.0,16.0,16.0,0,,0,0,0,1,1,3,70,508.0,0.031496062992125984,0.041666666666666664
Romper,2T,5915,36.0,2022-06-15,6,Sweet Tooth,Summer,Regular,Girl,Neutral,Pink,Sweets,Foods,807,347,1400.0,453.0,9131,11042,52878.0,31355.0,50,B,0.0,3.0,3.0,5.0,5.0,6.0,0,,0,0,1,1,1,3,50,508.0,0.011811023622047244,0.02976190476190476
Romper,3 - 6 Months,5910,36.0,2022-06-15,6,Sweet Tooth,Spring,Regular,Girl,Neutral,Pink,Sweets,Foods,665,1131,1146.0,1543.0,9131,11042,52878.0,31355.0,90,B,6.0,10.0,11.0,11.0,12.0,13.0,0,,0,0,0,1,1,3,90,508.0,0.025590551181102362,0.05357142857142857
Romper,9 - 12 Months,5912,36.0,2022-06-15,6,Sweet Tooth,Spring,Regular,Girl,Neutral,Pink,Sweets,Foods,843,811,1442.0,1085.0,9131,11042,52878.0,31355.0,90,B,7.0,18.0,18.0,20.0,22.0,23.0,0,,0,0,0,1,1,3,90,508.0,0.045275590551181105,0.05357142857142857
Footie,12 - 18 Months,5906,36.0,2022-06-15,6,Sweet Tooth,Fall,Regular,Girl,Neutral,Pink,Sweets,Foods,1116,807,2008.0,1170.0,9131,11042,52878.0,31355.0,80,B,8.0,37.0,39.0,43.0,50.0,52.0,0,,0,0,0,1,1,3,80,508.0,0.10236220472440945,0.047619047619047616
Romper,12 - 18 Months,5913,36.0,2022-06-15,6,Sweet Tooth,Spring,Regular,Girl,Neutral,Pink,Sweets,Foods,1116,807,2008.0,1170.0,9131,11042,52878.0,31355.0,80,B,11.0,23.0,26.0,27.0,29.0,31.0,0,,0,0,0,1,1,3,80,508.0,0.0610236220472441,0.047619047619047616
Pajama Set,3T,5929,39.0,2022-06-15,6,Sweet Tooth,Fall,Regular,Girl,Neutral,Pink,Sweets,Foods,377,172,540.0,199.0,9131,11042,52878.0,31355.0,100,B,8.0,12.0,13.0,13.0,13.0,13.0,0,,0,0,1,0,0,3,100,508.0,0.025590551181102362,0.05952380952380952
Footie,3 - 6 Months,5903,36.0,2022-06-15,6,Sweet Tooth,Spring,Regular,Girl,Neutral,Pink,Sweets,Foods,665,1131,1146.0,1543.0,9131,11042,52878.0,31355.0,100,B,8.0,33.0,39.0,39.0,46.0,49.0,0,,0,0,0,1,1,3,100,508.0,0.09645669291338582,0.05952380952380952
Pajama Set,7/8Y,5932,39.0,2022-06-15,6,Sweet Tooth,Spring,Regular,Girl,Neutral,Pink,Sweets,Foods,199,119,309.0,143.0,9131,11042,52878.0,31355.0,50,B,3.0,8.0,9.0,9.0,10.0,10.0,0,,0,0,1,0,0,3,50,508.0,0.01968503937007874,0.02976190476190476
Toddler Dress,5/6Y,5937,45.0,2022-06-15,6,Sweet Tooth,Spring,Regular,Girl,Girl,Pink,Sweets,Foods,320,243,506.0,285.0,9131,11042,52878.0,31355.0,40,B,8.0,14.0,15.0,16.0,16.0,16.0,0,,0,0,1,0,0,3,40,508.0,0.031496062992125984,0.023809523809523808
Romper,6 - 9 Months,5911,36.0,2022-06-15,6,Sweet Tooth,Summer,Regular,Girl,Neutral,Pink,Sweets,Foods,744,966,1292.0,1321.0,9131,11042,52878.0,31355.0,90,B,5.0,14.0,14.0,17.0,18.0,19.0,0,,0,0,0,1,1,3,90,508.0,0.03740157480314961,0.05357142857142857
